INDEX,TR_GOOD,NUM_PHRASE_LINES,NUM_PHRASE_WORDS,WPM,DURATION_MS,BEGIN_TIME,BEGIN_TIME_MS,COMP_END_TIME,COMP_END_TIME_MS,END_TIME,END_TIME_MS,TOLERANCE,END_TRUNCATED
264,0,1,6,250,1440,00:11:36.330,696330,00:11:37.770,697770,00:11:37.364,697364,1300,1
265,0,1,1,250,240,00:11:37.364,697364,00:11:37.604,697604,00:11:37.604,697604,1300,0
266,0,1,7,250,1680,00:11:38.432,698432,00:11:40.112,700112,00:11:39.466,699466,1300,1
267,0,1,8,250,1920,00:11:39.466,699466,00:11:41.386,701386,00:11:40.501,700501,1300,1
268,0,1,1,250,240,00:11:40.501,700501,00:11:40.741,700741,00:11:40.741,700741,1300,0
269,0,1,7,250,1680,00:11:41.568,701568,00:11:43.248,703248,00:11:43.170,703170,1300,1
270,0,1,6,250,1440,00:11:43.170,703170,00:11:44.610,704610,00:11:44.171,704171,1300,1
271,0,1,6,250,1440,00:11:44.171,704171,00:11:45.611,705611,00:11:45.611,705611,1300,0
272,0,1,6,250,1440,00:11:45.739,705739,00:11:47.179,707179,00:11:46.773,706773,1300,1
273,0,1,7,250,1680,00:11:46.773,706773,00:11:48.453,708453,00:11:48.375,708375,1300,1
274,0,1,6,250,1440,00:11:48.375,708375,00:11:49.815,709815,00:11:49.815,709815,1300,0
275,0,1,6,250,1440,00:11:55.415,715415,00:11:56.855,716855,00:11:56.855,716855,1300,0
276,0,1,5,250,1200,00:11:57.751,717751,00:11:58.951,718951,00:11:58.951,718951,1300,0
277,0,1,5,250,1200,00:11:59.720,719720,00:12:00.920,720920,00:12:00.920,720920,1300,0
278,0,1,1,250,240,00:12:02.723,722723,00:12:02.963,722963,00:12:02.963,722963,1300,0
279,0,1,6,250,1440,00:12:02.990,722990,00:12:04.430,724430,00:12:04.430,724430,1300,0
280,0,1,7,250,1680,00:12:08.295,728295,00:12:09.975,729975,00:12:09.596,729596,1300,1
281,0,1,6,250,1440,00:12:09.596,729596,00:12:11.036,731036,00:12:11.036,731036,1300,0
282,0,1,2,250,480,00:12:11.064,731064,00:12:11.544,731544,00:12:11.544,731544,1300,0
283,0,1,6,250,1440,00:12:12.132,732132,00:12:13.572,733572,00:12:13.572,733572,1300,0
284,0,1,7,250,1680,00:12:14.201,734201,00:12:15.881,735881,00:12:15.881,735881,1300,0
285,0,1,5,250,1200,00:12:15.969,735969,00:12:17.169,737169,00:12:17.169,737169,1300,0
286,0,1,6,250,1440,00:12:17.504,737504,00:12:18.944,738944,00:12:18.944,738944,1300,0
287,0,1,2,250,480,00:12:23.544,743544,00:12:24.024,744024,00:12:24.024,744024,1300,0
288,0,1,6,250,1440,00:12:24.478,744478,00:12:25.918,745918,00:12:25.918,745918,1300,0
289,0,1,3,250,720,00:12:26.213,746213,00:12:26.933,746933,00:12:26.933,746933,1300,0
290,0,1,6,250,1440,00:12:31.318,751318,00:12:32.758,752758,00:12:32.386,752386,1300,1
291,0,1,4,250,960,00:12:32.386,752386,00:12:33.346,753346,00:12:33.346,753346,1300,0
292,0,1,6,250,1440,00:12:35.355,755355,00:12:36.795,756795,00:12:36.390,756390,1300,1
293,0,1,6,250,1440,00:12:36.390,756390,00:12:37.830,757830,00:12:37.830,757830,1300,0
294,0,1,2,250,480,00:12:38.992,758992,00:12:39.472,759472,00:12:39.472,759472,1300,0
295,0,1,5,250,1200,00:12:46.800,766800,00:12:48.000,768000,00:12:48.000,768000,1300,0
296,0,1,7,250,1680,00:12:53.273,773273,00:12:54.953,774953,00:12:53.874,773874,1300,1
297,0,1,5,250,1200,00:12:53.874,773874,00:12:55.074,775074,00:12:54.842,774842,1300,1
298,0,1,3,250,720,00:12:54.842,774842,00:12:55.562,775562,00:12:55.562,775562,1300,0
299,0,1,6,250,1440,00:12:55.876,775876,00:12:57.316,777316,00:12:56.910,776910,1300,1
300,0,1,6,250,1440,00:12:56.910,776910,00:12:58.350,778350,00:12:57.544,777544,1300,1
301,0,1,3,250,720,00:12:57.544,777544,00:12:58.264,778264,00:12:58.264,778264,1300,0
302,0,1,7,250,1680,00:12:58.478,778478,00:13:00.158,780158,00:12:59.046,779046,1300,1
303,0,1,3,250,720,00:12:59.046,779046,00:12:59.766,779766,00:12:59.766,779766,1300,0
304,0,1,6,250,1440,00:12:59.980,779980,00:13:01.420,781420,00:13:00.547,780547,1300,1
305,0,1,7,250,1680,00:13:00.547,780547,00:13:02.227,782227,00:13:01.548,781548,1300,1
306,0,1,1,250,240,00:13:01.548,781548,00:13:01.788,781788,00:13:01.788,781788,1300,0
